id_compra,sexo_biologico,idade_cliente,regiao_cliente,categoria_produto,preco_unitario,quantidade,total_compra,tempo_entrega,avaliacao
6eb8a12a-21ef-49f8-a043-418d53ea3543,Feminino,29,Sudeste,Esporte e Lazer,249.86,2,499.72,12,5
22a8bae2-1c38-427b-9f01-803ec74ad76c,Feminino,39,Sudeste,Eletrônicos,1725.63,3,5176.89,9,4
e108dcb3-c2af-4fb7-ab25-76a8624b64e4,Masculino,31,Nordeste,Livros,262.09,4,1048.36,10,2
7d01f9d9-a3af-4a1d-aec7-99e5c7d2b72b,Feminino,37,Nordeste,Brinquedos,208.52,4,834.08,7,5
5a6a06c7-1e6b-4cbd-bbdc-7f5f7e17d580,Masculino,28,Nordeste,Brinquedos,216.19,1,216.19,11,5
df82cc09-c47b-4677-8d7e-016b61bc1026,Masculino,23,Centro-Oeste,"Roupas, Calçados e Acessórios",790.31,5,3951.55,10,4
e577d597-c1c4-4229-b4ba-be7ac531a64b,Masculino,28,Norte,Livros,138.66,4,554.64,8,3
43c2cf2a-1c90-432e-89fd-0c8f7a958c76,Masculino,39,Nordeste,Ferramentas e Construção,439.76,6,2638.56,17,1
d09a7cf4-3069-489f-8130-917467639bcc,Feminino,38,Sudeste,Casa e Mobílias,732.47,3,2197.41,18,3
14bf663f-aaf9-4704-85e6-06138cbfc2f8,Feminino,27,Sul,"Roupas, Calçados e Acessórios",90.01,2,180.02,5,1
3ba13193-0698-44c3-9928-4ea133277582,Masculino,25,Sudeste,Alimentos e Bebidas,73.76,7,516.32,10,5
b24535ec-2bac-4601-a0f6-46cc6d6466f1,Masculino,30,Sudeste,"Roupas, Calçados e Acessórios",732.92,2,1465.84,9,1
ef15c6cc-4356-4bbe-a17e-9d5eaeafd710,Masculino,42,Sul,Esporte e Lazer,283.86,2,567.72,12,4
d47961d1-b325-491f-baed-64e49a10dfb6,Feminino,27,Sul,Casa e Mobílias,233.73,3,701.19,17,3
dc85e6c1-d7a9-4ed9-b906-dd3a1e65aee1,Masculino,36,Centro-Oeste,Alimentos e Bebidas,186.5,10,1865.0,10,4
0cc12982-7a33-4a27-b47a-555b9ec6d6ae,Masculino,38,Centro-Oeste,Brinquedos,44.48,6,266.88,9,4
c34d2dae-5306-4ac3-b7be-09dcf0e155d5,Feminino,33,Nordeste,Brinquedos,24.62,2,49.24,5,5
9b3e3242-dc84-4c6c-86d6-c105793aa60a,Feminino,27,Sul,Eletrônicos,1057.93,1,1057.93,10,4
12153a99-42ad-4978-9cb0-8db055b57d37,Masculino,32,Centro-Oeste,Beleza e Cuidados Pessoais,221.7,6,1330.2,10,1
b7e74a3a-3c61-4f64-83b1-3035f285549b,Masculino,37,Sudeste,Papelaria e Escritório,87.28,7,610.96,12,4
53cb3d53-00d9-4c25-9b7f-d011b22b43aa,Feminino,23,Sudeste,Casa e Mobílias,1528.93,1,1528.93,13,5
3dc14880-bb50-4a3d-992a-6e0646239f1a,Masculino,51,Nordeste,"Roupas, Calçados e Acessórios",658.07,2,1316.14,8,3
457d9c06-4cfd-47ce-ab70-8fde9d88646f,Masculino,30,Centro-Oeste,Eletrônicos,436.83,3,1310.49,6,5
3446870e-935d-4978-9e22-1fef519d12d2,Feminino,29,Sudeste,Eletrônicos,1064.36,2,2128.72,9,4
087f8b4d-7f05-4353-873f-2d176565f63f,Feminino,33,Sudeste,Esporte e Lazer,267.19,4,1068.76,13,3
9bd417d9-2b05-4ffd-b05f-ef5da6bfcdc7,Masculino,36,Norte,Alimentos e Bebidas,188.48,2,376.96,10,2
f0f43bc3-687e-457e-bbe8-69dc6e4fcaf0,Feminino,33,Sudeste,Eletrônicos,1856.73,5,9283.65,6,4
d7a25d3c-202d-4174-ab23-4417b92ba6bf,Masculino,40,Norte,Ferramentas e Construção,650.81,5,3254.05,13,2
92c4dacd-86ca-472d-a74a-8816f6ef12f6,Feminino,17,Centro-Oeste,"Roupas, Calçados e Acessórios",404.6,2,809.2,7,5
651946ee-eaa2-4c03-a68f-f69c1683ca26,Masculino,38,Sul,Casa e Mobílias,458.88,9,4129.92,15,4
feefbdad-8d49-4626-9dcb-613e2c376f1b,Feminino,28,Sudeste,"Roupas, Calçados e Acessórios",560.59,2,1121.18,9,2
46293d32-38e3-4602-8fb5-9dc6afa68de7,Feminino,29,Sudeste,Ferramentas e Construção,772.27,3,2316.81,11,4
0b22d7e2-cb48-45f4-a0f7-bbf241473a01,Feminino,29,Sul,Eletrônicos,435.11,1,435.11,8,3
0f6ed979-6005-4d1d-ac36-d6f147ba1204,Feminino,32,Centro-Oeste,Casa e Mobílias,1300.07,5,6500.35,17,4
b54865b0-3b5e-4eb6-8cf2-f1555606b6cc,Masculino,42,Centro-Oeste,Casa e Mobílias,1260.53,5,6302.65,14,5
dcb2ab7b-bb87-41ed-8a46-597f2b4de189,Masculino,42,Nordeste,Alimentos e Bebidas,46.95,3,140.85,9,1
5433cfa3-a82e-4ea9-a952-039c25cb9e69,Masculino,36,Centro-Oeste,Casa e Mobílias,1040.0,2,2080.0,15,4
0b432092-c5be-440d-8783-812b29d27489,Feminino,22,Sudeste,Esporte e Lazer,240.54,2,481.08,15,3
e614823d-0889-4d1f-9eed-de6bbc76ae65,Feminino,24,Centro-Oeste,Ferramentas e Construção,512.11,4,2048.44,15,5
4928c258-2b30-4281-aa8c-83bfda3abcf0,Feminino,39,Sudeste,Casa e Mobílias,1248.11,3,3744.33,12,3
e403c646-6a3e-4693-a100-a37454ba1a21,Masculino,36,Nordeste,Esporte e Lazer,631.78,3,1895.34,13,3
4cd2ddf3-9355-40dc-be0c-502a5c2077a9,Feminino,27,Sul,Esporte e Lazer,234.27,1,234.27,11,2
2f78879c-5733-4c1c-9413-34d2cc2a7954,Feminino,35,Nordeste,Esporte e Lazer,557.46,2,1114.92,6,5
5caf6df4-4027-422d-af39-58dab35d1a2b,Feminino,24,Sudeste,Eletrônicos,1860.36,1,1860.36,6,5
ea53312a-5255-41e4-939e-0a5daf4e5160,Feminino,36,Norte,Papelaria e Escritório,84.1,1,84.1,13,2
b2093cd2-7568-49eb-8968-cf2ab3f15138,Feminino,37,Sudeste,Ferramentas e Construção,476.6,2,953.2,14,3
537c2b68-c5fb-454e-8caa-73beeb90a5fc,Feminino,25,Sul,Esporte e Lazer,408.01,6,2448.06,14,2
d70e4c69-1a42-4d66-95bd-e2825662baa6,Masculino,24,Sudeste,Beleza e Cuidados Pessoais,25.84,7,180.88,6,5
ea96de4e-9db8-4fd1-926b-751a832894cf,Masculino,41,Centro-Oeste,Esporte e Lazer,507.21,4,2028.84,15,1
6e8c3e82-03ae-47d4-a267-a5e557dd0357,Feminino,26,Sul,Casa e Mobílias,204.89,4,819.56,14,3
eb184688-7f5c-4452-bf72-516fcd23a5ce,Masculino,44,Nordeste,Ferramentas e Construção,766.49,5,3832.45,8,5
a2368111-c30f-40eb-be43-b84087491166,Feminino,28,Sul,Beleza e Cuidados Pessoais,225.99,4,903.96,9,4
80c840f7-8f58-41dd-bfed-84888d2a7a76,Feminino,35,Sul,Livros,289.11,4,1156.44,8,4
ee90f168-b682-497b-af5e-62b3d6d36486,Feminino,20,Centro-Oeste,Eletrônicos,1648.31,6,9889.86,7,5
75b8f83c-2ff6-4cc6-a7b8-7f615980e04a,Masculino,39,Centro-Oeste,Casa e Mobílias,574.55,3,1723.65,18,5
0d31e66a-3a2e-48b5-97f7-5d94338a99b3,Masculino,24,Centro-Oeste,Alimentos e Bebidas,114.96,6,689.76,3,3
706e6a78-6f93-4a8c-b510-954711ab834f,Masculino,47,Sul,Casa e Mobílias,1083.38,9,9750.42,11,1
80ce08a5-7b97-4cc1-baf3-e2f39b05bbe8,Masculino,34,Nordeste,Eletrônicos,1650.57,3,4951.71,9,2
a3769e71-9c23-4803-b522-92dc7ecfbce0,Feminino,27,Nordeste,Beleza e Cuidados Pessoais,117.17,3,351.51,6,5
29472bbf-7086-4225-89fe-6679de370d88,Masculino,30,Norte,Eletrônicos,910.45,1,910.45,3,4
8a6fb5eb-11ed-4162-bee2-878370452687,Masculino,25,Norte,Alimentos e Bebidas,135.48,4,541.92,10,2
cd88c7fc-d9f4-424b-920d-99f0d0e8c37f,Masculino,41,Nordeste,Casa e Mobílias,1289.57,6,7737.42,15,4
45085c85-860c-48b8-8a00-51e0f1165dad,Feminino,27,Sudeste,Alimentos e Bebidas,306.14,5,1530.7,3,5
ece6e224-35b0-44a7-b834-54e40fc5fa4a,Feminino,15,Centro-Oeste,Casa e Mobílias,644.78,7,4513.46,14,5
a5965d14-c698-4891-b767-5b14b988afb4,Masculino,40,Sudeste,Livros,316.04,4,1264.16,11,1
1bd0e4df-22e1-4075-8937-4e5ac9fa8366,Feminino,25,Sudeste,"Roupas, Calçados e Acessórios",1037.75,4,4151.0,6,5
58ad9c82-faa6-4162-81ca-d49d8a635566,Feminino,32,Sudeste,Eletrônicos,477.62,3,1432.86,9,5
b6f42fab-e52c-46f7-96ad-d6f52d553093,Masculino,36,Nordeste,Alimentos e Bebidas,49.76,9,447.84,11,3
075f4655-d8f3-4ea3-a055-45449ddba80f,Feminino,34,Sudeste,"Roupas, Calçados e Acessórios",253.25,4,1013.0,11,4
e7785d47-c713-4c6d-baf8-8231289d438c,Masculino,23,Nordeste,Casa e Mobílias,758.73,2,1517.46,14,4
a62c8cf9-303b-4ad0-88fd-6d54ce0a3345,Masculino,38,Sul,Beleza e Cuidados Pessoais,138.55,6,831.3,11,4
5731f09d-3ce2-4b41-affd-0871b5e10366,Feminino,37,Centro-Oeste,Eletrônicos,282.59,3,847.77,4,5
f336f6bd-fee3-44bb-a082-5f58cb869dcb,Masculino,45,Sul,"Roupas, Calçados e Acessórios",383.38,1,383.38,9,5
87172e68-d6b9-428a-bb48-3a7507388463,Masculino,34,Norte,Casa e Mobílias,1305.12,7,9135.84,10,3
0943f78d-f0dc-4ac4-a096-009f7fac01a7,Masculino,32,Sudeste,Casa e Mobílias,275.13,1,275.13,15,2
4608f202-0bc0-43c6-b9f0-5c0f02bfb15e,Masculino,29,Norte,Beleza e Cuidados Pessoais,176.1,9,1584.9,6,5
2e33ded8-4e92-49c3-9071-fb9e8ed9f4c4,Feminino,41,Sudeste,Casa e Mobílias,878.13,5,4390.65,14,3
cbeb40db-6fc9-4868-9cc5-35e855aaee44,Masculino,38,Centro-Oeste,"Roupas, Calçados e Acessórios",1053.43,8,8427.44,11,3
9b2bec63-8260-47c2-a029-2e9175edfeba,Masculino,38,Nordeste,Alimentos e Bebidas,194.9,10,1949.0,14,4
c5e062ab-9fd6-4823-83f3-105cc52a255a,Feminino,31,Sudeste,Alimentos e Bebidas,147.26,4,589.04,6,4
d23220bf-a1c8-47a5-a188-89b5806ef900,Masculino,45,Nordeste,Esporte e Lazer,403.58,5,2017.9,6,5
1aa23356-eb81-4b95-8868-f5071d1393d5,Masculino,43,Nordeste,Alimentos e Bebidas,319.67,6,1918.02,7,1
19bbe211-a186-41a3-bd23-6dddecf199ee,Masculino,39,Nordeste,Casa e Mobílias,1230.66,4,4922.64,14,5
51b28b16-9465-448a-9a89-4f3389ef92c5,Masculino,44,Sudeste,Ferramentas e Construção,746.15,2,1492.3,10,3
21ae4c1e-2f7f-40e7-b62f-1d5a21dc8e3c,Masculino,38,Centro-Oeste,Casa e Mobílias,102.63,7,718.41,12,4
f8d26f32-089a-4ead-b192-eda53801e7ad,Masculino,37,Norte,Alimentos e Bebidas,209.44,2,418.88,5,1
6ea74f68-711c-4694-b6c4-5889917de172,Masculino,30,Sudeste,Casa e Mobílias,238.78,5,1193.9,11,5
2169f660-a971-4af4-b09a-ad9364febdb8,Feminino,33,Sudeste,"Roupas, Calçados e Acessórios",845.9,3,2537.7,8,5
5cd4e78a-bc67-4a7e-a226-9c0a809e7e96,Masculino,32,Nordeste,"Roupas, Calçados e Acessórios",637.8,6,3826.8,10,5
2479af07-edb9-4779-9beb-8f6e91b2a0a4,Feminino,35,Sul,Alimentos e Bebidas,185.98,3,557.94,7,5
ace1cc97-e9fc-44c8-b675-972fc30da15d,Masculino,50,Centro-Oeste,Papelaria e Escritório,212.91,4,851.64,17,3
cfde3d71-1867-4c3e-9def-448672e684f7,Feminino,30,Sudeste,"Roupas, Calçados e Acessórios",432.66,6,2595.96,6,5
3510c128-f5fb-4e62-b68e-5d846e9e442c,Feminino,17,Sul,"Roupas, Calçados e Acessórios",504.9,5,2524.5,6,5
7ce18cb2-6827-458d-a7d7-b014f55e5d74,Masculino,42,Norte,Eletrônicos,653.4,4,2613.6,10,5
aa047ecd-e165-44c4-bc9f-d3d55efe5c9e,Feminino,28,Nordeste,Eletrônicos,1834.69,7,12842.83,7,4
a948fff1-8c35-405d-8d8c-a71b59139dcb,Feminino,29,Sul,Eletrônicos,295.66,1,295.66,7,2
5ad08c8d-4ba8-4aee-ab3d-7e91cd9cb5c6,Masculino,42,Nordeste,Ferramentas e Construção,320.71,4,1282.84,14,4
8d399e28-711e-4aa5-9c2f-69db0b4d99ac,Feminino,26,Nordeste,Casa e Mobílias,225.43,3,676.29,13,2
42bd018f-ad3b-43ed-85eb-d6579f8028e6,Masculino,38,Sul,Livros,59.21,4,236.84,9,5
336b271e-c2cb-47f0-8a20-6cd9c0ac1e75,Masculino,44,Centro-Oeste,Alimentos e Bebidas,175.91,5,879.55,9,1
7714d9d1-5801-4105-9cbd-74dfc0351324,Feminino,32,Sudeste,Papelaria e Escritório,168.27,7,1177.89,9,4
e7544554-a2e6-4953-9344-93222b429a6b,Masculino,45,Sudeste,Eletrônicos,1950.95,7,13656.65,4,5
4a5535c5-8087-4bcf-a44e-0f4db4792fc0,Feminino,27,Nordeste,Beleza e Cuidados Pessoais,39.12,4,156.48,10,5
c70d9da9-a1ca-415b-9972-ee77eeeead9a,Feminino,30,Sudeste,Eletrônicos,1531.41,3,4594.23,7,5
a61d0d9f-c7e6-4c3e-b313-847167c4c08d,Feminino,38,Sul,Casa e Mobílias,1541.77,6,9250.62,16,5
b1bb5545-a094-42b4-addf-0f7f9d0d406b,Masculino,40,Sul,"Roupas, Calçados e Acessórios",640.34,2,1280.68,10,4
8e8c0044-cee3-41c6-9f38-e33a9aab9fd9,Feminino,35,Sudeste,Livros,242.53,6,1455.18,13,2
149614e2-0764-449a-8f18-f020a2bc803b,Masculino,57,Sul,Esporte e Lazer,581.16,4,2324.64,10,1
1c508f06-27cb-4182-aae2-cf674b60a5a1,Masculino,55,Sul,Alimentos e Bebidas,148.86,6,893.16,10,2
9a3671f7-17c4-4a9e-a1b8-891866ed16af,Feminino,22,Centro-Oeste,Livros,355.44,4,1421.76,10,2
3c0d8d86-8d7a-46e5-8c3d-d43209ee397b,Feminino,30,Centro-Oeste,Beleza e Cuidados Pessoais,123.28,1,123.28,8,5
41c45c26-e8c0-402a-9494-1f28c464446c,Masculino,33,Sul,"Roupas, Calçados e Acessórios",1083.23,1,1083.23,7,5
9c656e84-f4b0-4103-b510-9fc9552dea19,Feminino,23,Sul,Alimentos e Bebidas,365.63,7,2559.41,9,3
bb029b52-f8d2-456b-b807-55a979d24762,Masculino,31,Norte,Alimentos e Bebidas,249.17,4,996.68,7,5
dcf641cc-0fc8-4822-a5fa-99e9ba3aa818,Feminino,39,Nordeste,Papelaria e Escritório,112.21,3,336.63,8,1
95fc4996-9f6e-43bd-a47a-37c2ca4fba21,Feminino,21,Sudeste,"Roupas, Calçados e Acessórios",395.59,6,2373.54,15,4
9f2ec740-342e-49ea-be68-9e2f4e19802a,Feminino,25,Sul,Alimentos e Bebidas,336.49,6,2018.94,9,4
8fe58ef0-a57c-437f-8a94-87cd4dc56621,Masculino,38,Sudeste,Esporte e Lazer,633.49,1,633.49,11,4
ff366fa3-a3ce-44f9-a320-f87a6df7d94b,Feminino,27,Sudeste,Papelaria e Escritório,268.5,1,268.5,14,5
92508b5b-61b7-4039-8cfe-a3d2ef36bd6d,Masculino,37,Sudeste,Beleza e Cuidados Pessoais,125.41,1,125.41,11,5
a7687211-6778-42c1-b605-df8b21d6b13f,Feminino,33,Nordeste,Livros,108.65,4,434.6,13,5
ad3d4999-bcf8-443f-8339-d6b347126415,Masculino,46,Sul,Beleza e Cuidados Pessoais,62.34,6,374.04,10,3
927549dc-2b26-41ed-a8b5-21247b85b081,Masculino,37,Nordeste,Brinquedos,70.96,3,212.88,11,4
6dbbd4f6-2f59-4c17-a7b0-c185a4d98a61,Masculino,42,Norte,Esporte e Lazer,638.19,1,638.19,14,5
be6f021c-ce0e-4f99-9333-b16afc3f68d0,Masculino,36,Norte,Eletrônicos,1394.04,3,4182.12,6,5
29cbb983-159b-4c2c-a909-bc3a620c7c53,Feminino,38,Sudeste,Esporte e Lazer,378.67,1,378.67,8,3
7a0d3b30-794d-4609-b841-2628858231a4,Masculino,35,Norte,Alimentos e Bebidas,108.09,6,648.54,3,5
dc04c28c-5176-4050-9eab-53f2ced13495,Feminino,30,Sul,"Roupas, Calçados e Acessórios",103.11,2,206.22,9,1
3813cd3d-fe76-4812-9650-50090bb6ee4b,Feminino,36,Sudeste,"Roupas, Calçados e Acessórios",704.9,6,4229.4,10,2
1dfd5356-f468-4e56-9109-fb81328c2ffb,Masculino,38,Centro-Oeste,"Roupas, Calçados e Acessórios",997.47,7,6982.29,6,4
53803df8-8514-4417-bf02-e232f17358b4,Feminino,31,Sudeste,Papelaria e Escritório,213.0,2,426.0,12,2
99050a5b-58c3-4b0a-8834-58e8b8f9264e,Feminino,37,Nordeste,Eletrônicos,618.43,5,3092.15,8,5
5f7a4545-da13-4805-a97a-cc6a1ce2ecc0,Feminino,31,Sudeste,Casa e Mobílias,177.71,8,1421.68,15,4
9e3ef4af-bfe9-48bf-b9e7-34f5b3850d94,Feminino,33,Sudeste,Esporte e Lazer,264.23,6,1585.38,11,5
1f9c5639-d78c-492c-9b6f-ea8ef8bf8c3e,Masculino,34,Nordeste,"Roupas, Calçados e Acessórios",606.52,2,1213.04,8,1
de9524e1-3ce4-4505-ba35-f7ab5dc982eb,Feminino,30,Sudeste,Eletrônicos,1040.75,4,4163.0,5,5
e02dd775-8558-42bf-b96a-62124ecc16ac,Masculino,33,Sudeste,Eletrônicos,1649.59,1,1649.59,7,2
f7991ca4-490a-458c-aa0e-579e57b36c01,Masculino,43,Sudeste,Casa e Mobílias,1029.05,2,2058.1,15,2
b4e2f129-1b5e-4a66-a5be-0901c740cb2d,Feminino,29,Sul,Eletrônicos,122.92,3,368.76,9,5
636c0e1e-a40e-4719-9a92-271d86a6be17,Masculino,45,Centro-Oeste,Papelaria e Escritório,113.92,3,341.76,11,3
542e64b9-db8a-42ee-9f1e-a4855ddd71c4,Feminino,36,Centro-Oeste,Brinquedos,203.3,2,406.6,7,5
bb2dad86-2d35-488f-bb23-9d31e376f944,Masculino,39,Norte,Beleza e Cuidados Pessoais,184.7,1,184.7,12,2
48507747-d9d0-4956-86f2-b166e85781e6,Masculino,31,Sudeste,"Roupas, Calçados e Acessórios",832.4,6,4994.4,6,3
9a74419e-1d53-4645-972d-31c7b9939d3d,Masculino,31,Norte,"Roupas, Calçados e Acessórios",388.25,2,776.5,7,5
932ed148-8c1b-4ec0-b5b0-0fc005a50e30,Feminino,31,Nordeste,Papelaria e Escritório,191.25,2,382.5,9,2
f0a7cade-65b3-4ca0-9c51-ec99cc7bf707,Masculino,36,Nordeste,Ferramentas e Construção,746.6,2,1493.2,16,2
75bc1f8e-9419-43b6-9f54-9274e79d3d53,Masculino,18,Centro-Oeste,Eletrônicos,1594.95,1,1594.95,5,5
e3f8eddd-d8d2-422e-816d-6f360afa17a7,Feminino,24,Sudeste,"Roupas, Calçados e Acessórios",618.22,3,1854.66,13,5
48d56fd9-d5a2-4536-a24e-b3e3e2e2d3d4,Masculino,33,Centro-Oeste,Alimentos e Bebidas,232.4,1,232.4,4,5
ea53adb6-629d-49a9-91e6-a8c98f9b8fff,Masculino,28,Norte,Papelaria e Escritório,143.17,2,286.34,9,1
b3fd442c-74d8-44bb-8d32-e6e5a02494df,Feminino,23,Sul,Esporte e Lazer,235.03,3,705.09,9,5
3e3b4fa7-f8c7-44f7-adf0-86f554af4812,Feminino,38,Sudeste,Casa e Mobílias,401.94,5,2009.7,15,5
4a9ae7ff-3ac2-4d53-93e8-cf3e420b7aad,Masculino,28,Norte,Beleza e Cuidados Pessoais,63.29,3,189.87,8,4
c82dcb7b-d05f-4751-95d5-1614379397d1,Feminino,38,Nordeste,Eletrônicos,775.52,1,775.52,8,4
2b75fa6a-c398-4d09-9ff0-b9f7dd33a357,Masculino,39,Norte,Beleza e Cuidados Pessoais,107.64,2,215.28,10,3
e14573e4-aed2-44f1-84d7-7c972e68d904,Masculino,34,Nordeste,Beleza e Cuidados Pessoais,55.72,7,390.04,8,4
b46c9305-c642-4bd4-95d6-c3fe45eba088,Feminino,24,Sul,Eletrônicos,1336.14,1,1336.14,4,2
ecbf9998-2657-4b24-9f96-7c251d625dc4,Feminino,27,Sudeste,Alimentos e Bebidas,317.83,1,317.83,4,5
1a87fc48-304f-489e-8202-88816d51f10a,Masculino,40,Nordeste,Eletrônicos,1368.4,9,12315.6,4,5
d33958d6-510e-4696-aade-a85e3d5448a9,Masculino,27,Nordeste,Casa e Mobílias,1233.53,3,3700.59,13,1
70b2c2fc-d4c5-422a-aeca-b2c428240ad7,Masculino,40,Sudeste,Brinquedos,247.3,1,247.3,13,4
f33c88cb-e36c-4bdd-a71e-da883c0600ff,Masculino,24,Nordeste,Alimentos e Bebidas,136.51,2,273.02,5,5
50caf3fd-5fb4-4777-98e8-2ac6644cdd20,Feminino,32,Nordeste,"Roupas, Calçados e Acessórios",746.14,3,2238.42,8,2
5978a72d-c221-48b0-93b4-4f161b65cbfd,Feminino,25,Nordeste,Eletrônicos,616.95,3,1850.85,7,5
ea212db2-bcd9-4364-8a7e-7eace40d0a09,Masculino,22,Centro-Oeste,Livros,247.33,2,494.66,11,5
006d60b9-48bf-4ac8-ad8c-fe047b00dd34,Feminino,39,Nordeste,Casa e Mobílias,142.13,4,568.52,13,1
efdc8873-1a46-4a3f-a0e3-5a4182f531f6,Feminino,27,Sudeste,Eletrônicos,236.75,3,710.25,8,2
f689a11c-8225-428f-87ef-15ade73c3c30,Masculino,39,Sudeste,Alimentos e Bebidas,36.72,3,110.16,9,4
af94e677-4da8-4559-b305-53442fcafa4b,Feminino,26,Norte,Casa e Mobílias,1341.35,8,10730.8,17,1
d574b21b-eb77-47ca-9020-4658ec31f3eb,Feminino,26,Sudeste,"Roupas, Calçados e Acessórios",1143.79,5,5718.95,10,2
94a54aab-30ee-4100-b1ee-642f07532ff4,Masculino,37,Nordeste,Brinquedos,61.87,1,61.87,9,1
408e9f70-9691-4fa8-b108-8aae8b5a92cc,Feminino,16,Nordeste,Ferramentas e Construção,187.07,1,187.07,9,4
21086b49-52f5-4f01-887e-5f9bfb1a0220,Feminino,35,Sul,Beleza e Cuidados Pessoais,193.81,5,969.05,8,2
7ed399db-9619-490e-be5e-b9869f885ddf,Masculino,31,Sul,Brinquedos,87.3,4,349.2,10,4
0aa83838-c31b-44fa-8fa8-375339313622,Masculino,34,Nordeste,Eletrônicos,796.92,2,1593.84,8,4
349d187f-1a33-4653-a87e-240b00e92240,Feminino,24,Sudeste,Alimentos e Bebidas,102.47,3,307.41,5,5
4db9df5c-00f0-4968-a046-6b22d19937c9,Feminino,19,Sudeste,Eletrônicos,1143.81,5,5719.05,9,1
fa37ed82-9a01-433c-90ec-a93f5d6927ef,Feminino,28,Norte,Esporte e Lazer,114.56,1,114.56,11,2
c01c6629-cb85-4f61-a1d5-582179e1d545,Masculino,29,Sudeste,Eletrônicos,703.9,5,3519.5,6,5
298509a7-1d9a-4856-906c-a8d549ac39e3,Feminino,21,Sul,Eletrônicos,1830.29,1,1830.29,6,5
aaa76c76-6e11-41f4-99f9-8b7519b2c35d,Masculino,43,Sudeste,Casa e Mobílias,1273.77,3,3821.31,10,2
2af10213-51be-48d0-a548-d9f21d567d34,Masculino,22,Nordeste,Papelaria e Escritório,231.07,9,2079.63,14,4
90f237e6-3c19-4210-9937-6ad2fd74dc81,Masculino,40,Sudeste,Alimentos e Bebidas,234.55,7,1641.85,12,3
9412e82c-82ff-4d6e-9ed3-dd3e5ebe4b44,Feminino,29,Sudeste,Eletrônicos,1499.12,4,5996.48,4,5
72ab7ff8-6adc-43a1-a74c-6171437d7c5f,Masculino,38,Centro-Oeste,"Roupas, Calçados e Acessórios",459.51,3,1378.53,10,5
f7d6b3a0-5175-4ff8-a4cb-42e8fdc1e1b8,Masculino,46,Nordeste,"Roupas, Calçados e Acessórios",598.61,8,4788.88,13,3
87a69a58-5350-41cc-a129-75dfa252e04f,Masculino,44,Centro-Oeste,"Roupas, Calçados e Acessórios",499.78,4,1999.12,11,1
470f66d8-db88-46ea-95eb-15a0147243c4,Masculino,42,Centro-Oeste,Papelaria e Escritório,144.68,5,723.4,12,4
d03a509a-2928-4be1-bbc0-235f0502a59a,Masculino,18,Nordeste,"Roupas, Calçados e Acessórios",950.08,6,5700.48,8,4
ba1e4137-0474-4724-b034-5be929cdfe6c,Feminino,27,Nordeste,Casa e Mobílias,1049.65,2,2099.3,17,1
7101962f-a856-4403-9aa3-cad7161e3a5f,Feminino,24,Centro-Oeste,Papelaria e Escritório,193.56,2,387.12,9,1
0a5193cd-1633-4389-94e2-0340c5c95b36,Feminino,21,Norte,Eletrônicos,1593.37,1,1593.37,6,5
bdcbef69-b823-4c13-828f-e076fc4f0ca4,Masculino,34,Sudeste,Eletrônicos,1344.95,7,9414.65,3,5
0e5d482d-3fea-43c3-a45a-96d1eaf74d49,Masculino,20,Centro-Oeste,Eletrônicos,1085.02,7,7595.14,4,2
fc07d355-5d2c-46af-b60a-9f56c9d49b95,Feminino,25,Sudeste,"Roupas, Calçados e Acessórios",448.13,7,3136.91,10,2
a3996f0f-fd26-47d6-8999-e2455745ed4b,Masculino,25,Sudeste,"Roupas, Calçados e Acessórios",537.68,6,3226.08,8,3
1f28cab9-7e08-4119-bdc2-f41c4b217256,Feminino,32,Sudeste,Beleza e Cuidados Pessoais,139.58,6,837.48,10,2
2c7ec284-4a33-467d-bf20-9e389d3299a4,Feminino,23,Norte,Beleza e Cuidados Pessoais,66.27,6,397.62,11,5
8bdd4cbe-a32e-4e37-ae96-77c2fa1860f0,Feminino,23,Sudeste,Eletrônicos,251.78,6,1510.68,4,5
1921ccd8-2222-48a6-8ac7-0576420e47ba,Masculino,39,Nordeste,Ferramentas e Construção,81.2,4,324.8,11,4
9bfe3670-37f7-474d-b436-bd37a4f8869d,Masculino,40,Sudeste,Eletrônicos,1255.37,1,1255.37,9,4
9da067a6-e58a-46a7-8013-eb04105e02d5,Masculino,31,Nordeste,Eletrônicos,1518.19,2,3036.38,2,4
c9bf9782-2bb2-443a-8c0d-ec992498bc7e,Feminino,24,Sul,Livros,281.51,5,1407.55,14,4
5007cd68-b6e5-4581-a676-282e7f0e59d2,Feminino,15,Sudeste,"Roupas, Calçados e Acessórios",732.38,4,2929.52,8,5
3d65f40f-a5bc-4d9e-a478-d523f95a26f4,Feminino,35,Sul,"Roupas, Calçados e Acessórios",716.01,6,4296.06,15,1
a106d59e-75e9-4b6f-aec2-01f9520e2d95,Masculino,38,Centro-Oeste,Esporte e Lazer,789.22,5,3946.1,13,4
a14172be-8480-4b9f-a064-9eaf8920f26b,Feminino,28,Nordeste,Esporte e Lazer,279.63,3,838.89,7,4
1037dd4b-8745-457c-8464-a74c9d708d93,Feminino,16,Nordeste,Livros,30.85,3,92.55,11,1
79179724-9657-46c5-934d-706ad849a663,Masculino,25,Nordeste,Beleza e Cuidados Pessoais,185.14,1,185.14,7,5
43af17cd-c383-437c-b0e9-cc7e19a555a9,Masculino,39,Sul,Beleza e Cuidados Pessoais,152.72,1,152.72,5,5
