"UF","Sexo","Idade","Cor","Anos.de.Estudo","Renda","Altura"
"Amapá",0,35,8,16,3500,1.82
"Amapá",1,55,8,16,10000,1.57
"Amapá",0,62,2,12,7500,1.76
"Amapá",0,33,8,16,2200,1.5
"Amapá",1,61,8,7,550,1.82
"Amapá",0,29,2,12,900,1.46
"Amapá",0,60,2,12,788,1.53
"Amapá",0,65,8,16,3000,1.8
"Amapá",1,56,8,8,1200,1.76
"Amapá",0,43,8,12,1400,1.71
"Amapá",0,40,8,12,2000,1.55
"Amapá",0,40,8,12,1500,1.66
"Amapá",1,42,4,16,1200,1.66
"Amapá",1,40,2,12,560,1.63
"Amapá",1,51,8,5,1200,1.53
"Amapá",1,30,6,12,1200,1.65
"Amapá",1,35,8,2,620,1.76
"Amapá",0,24,8,9,778,1.58
"Amapá",0,32,8,12,700,1.72
"Amapá",1,38,2,12,780,1.58
"Amapá",0,32,4,9,550,1.7
"Amapá",0,31,8,14,1200,1.57
"Amapá",1,34,8,12,900,1.7
"Amapá",1,32,8,12,1300,1.8
"Amapá",0,26,2,12,1200,1.58
"Amapá",0,37,8,12,800,1.58
"Amapá",1,56,8,6,1200,1.81
"Amapá",0,38,8,9,1000,1.77
"Amapá",0,22,8,2,1200,1.67
"Amapá",1,58,8,9,3500,1.77
"Amapá",1,63,8,3,700,1.78
"Amapá",0,27,8,12,900,1.68
"Amapá",0,38,8,16,1500,1.75
"Amapá",0,39,2,12,1300,1.69
"Amapá",0,33,8,12,2000,1.74
"Amapá",1,42,8,12,788,1.64
"Amapá",1,39,8,9,789,1.7
"Amapá",1,51,8,12,500,1.65
"Amapá",0,37,4,11,900,1.78
"Amapá",0,53,8,5,600,1.66
"Amapá",1,27,8,13,800,1.75
"Amapá",0,58,8,11,1900,1.71
"Amapá",0,58,8,3,1500,1.68
"Amapá",0,27,8,10,1500,1.61
"Amapá",0,35,4,12,788,1.65
"Amapá",0,29,8,16,7500,1.79
"Amapá",0,26,2,16,3800,1.74
"Amapá",0,29,8,12,3800,1.62
"Amapá",0,39,2,12,1684,1.67
"Amapá",1,34,8,12,1150,1.63
"Amapá",0,36,2,9,10000,1.89
"Amapá",1,27,4,12,950,1.71
"Amapá",0,33,8,12,3800,1.65
"Amapá",1,41,8,16,4200,1.63
"Amapá",0,33,8,9,1200,1.66
"Amapá",0,33,8,12,1800,1.66
"Amapá",0,45,8,12,2600,1.73
"Amapá",0,60,8,9,1400,1.77
"Amapá",0,44,8,1,1880,1.75
"Amapá",0,39,2,12,3800,1.8
"Amapá",0,32,8,9,3000,1.63
"Amapá",1,41,4,12,780,1.8
"Amapá",0,55,2,12,2200,1.7
"Amapá",1,44,8,16,2200,1.69
"Amapá",0,38,8,12,900,1.71
"Amapá",0,40,8,9,2300,1.67
"Amapá",1,29,2,9,1500,1.62
"Amapá",1,59,8,1,500,1.72
"Amapá",0,40,8,7,2000,1.73
"Amapá",0,38,8,4,2200,1.73
"Amapá",1,45,8,16,2200,1.64
"Amapá",0,55,8,6,2300,1.64
"Amapá",1,33,2,16,5000,1.7
"Amapá",0,21,2,12,950,1.72
"Amapá",0,48,8,12,1000,1.83
"Amapá",0,56,4,16,3500,1.74
"Amapá",1,44,8,3,1000,1.67
"Amapá",0,47,8,5,300,1.64
"Amapá",0,51,8,2,2000,1.69
"Amapá",0,34,8,12,1050,1.68
"Amapá",0,47,8,3,300,1.6
"Amapá",0,35,8,5,2000,1.81
"Amapá",0,43,8,4,500,1.77
"Amapá",0,45,8,9,800,1.67
"Amapá",1,68,8,9,940,1.72
"Amapá",1,34,8,6,600,1.61
"Amapá",0,28,8,12,2000,1.67
"Amapá",0,47,8,7,700,1.79
"Amapá",0,54,8,2,1200,1.49
"Amapá",0,37,2,12,1300,1.58
"Amapá",1,33,2,12,600,1.77
"Amapá",0,28,2,16,2443,1.7
"Amapá",0,44,8,16,1500,1.76
"Amapá",1,42,2,12,960,1.67
"Amapá",0,42,8,10,4500,1.74
"Amapá",1,62,8,7,788,1.71
"Amapá",1,53,2,12,2100,1.65
"Amapá",0,33,2,16,2400,1.85
"Amapá",0,52,8,5,1400,1.66
"Amapá",0,42,2,9,1600,1.52
"Amapá",1,39,8,9,1000,1.61
"Amapá",1,46,8,16,5988,1.66
"Amapá",0,19,8,6,500,1.81
"Amapá",0,36,4,8,500,1.64
"Amapá",0,46,2,7,1200,1.8
"Amapá",0,29,8,11,750,1.76
"Amapá",0,50,8,1,650,1.64
"Amapá",0,58,8,1,450,1.65
"Amapá",0,37,8,5,300,1.78
"Amapá",0,52,8,1,600,1.67
"Amapá",0,54,8,1,400,1.71
"Amapá",0,28,8,9,350,1.61
"Amapá",0,48,8,5,900,1.79
"Amapá",1,35,8,12,3150,1.75
"Amapá",1,35,8,16,3500,1.76
"Amapá",0,69,8,1,1200,1.58
"Amapá",0,75,8,1,2000,1.56
"Amapá",0,47,8,5,400,1.75
"Amapá",0,52,8,5,350,1.69
"Amapá",0,30,8,8,550,1.62
"Amapá",0,40,8,1,900,1.71
"Amapá",0,28,2,5,500,1.7
"Amapá",0,35,8,4,600,1.7
"Amapá",0,33,8,5,350,1.76
"Amapá",1,31,8,5,700,1.7
"Amapá",0,68,8,2,400,1.55
"Amapá",0,30,8,12,550,1.63
"Amapá",1,57,8,12,1600,1.59
"Amapá",0,33,8,12,800,1.74
"Amapá",1,30,8,12,800,1.64
"Amapá",0,44,8,5,600,1.69
"Amapá",1,37,8,12,1500,1.66
"Amapá",0,49,4,6,800,1.55
"Amapá",0,31,8,12,3500,1.78
"Amapá",0,52,4,9,1400,1.81
"Amapá",1,47,8,4,788,1.68
"Amapá",0,45,2,14,5946,1.81
"Amapá",1,55,8,9,250,1.57
"Amapá",0,37,8,12,1820,1.57
"Amapá",0,38,8,3,3951,1.72
"Amapá",0,21,8,9,1250,1.55
"Amapá",0,61,8,1,450,1.72
"Amapá",0,36,4,9,650,1.71
"Amapá",1,32,8,10,300,1.81
"Amapá",0,32,8,12,1200,1.69
"Amapá",0,36,8,9,780,1.55
"Amapá",0,43,8,12,2000,1.82
"Amapá",0,44,4,16,780,1.67
"Amapá",0,42,4,9,500,1.69
"Amapá",0,32,4,6,2325,1.7
"Amapá",0,27,4,11,3158,1.63
"Amapá",0,28,2,12,1150,1.75
"Amapá",0,54,4,1,796,1.71
"Amapá",1,27,8,7,395,1.56
"Amapá",0,37,8,9,2453,1.75
"Amapá",0,38,8,12,2100,1.63
"Amapá",1,41,2,13,2225,1.82
"Amapá",0,35,4,4,1170,1.73
"Amapá",0,45,8,9,826,1.66
"Amapá",1,32,8,12,880,1.66
"Amapá",0,26,8,8,1000,1.79
"Amapá",0,29,8,12,1321,1.77
"Amapá",0,57,8,5,2000,1.54
"Amapá",0,32,8,12,1600,1.67
"Amapá",0,42,8,5,500,1.56
"Amapá",1,48,8,12,250,1.7
"Amapá",1,37,8,12,1100,1.68
"Amapá",0,49,8,5,3500,1.68
"Amapá",0,44,8,11,1300,1.76
"Amapá",0,37,2,16,2600,1.73
"Amapá",1,32,2,12,2200,1.63
"Amapá",1,46,2,5,4000,1.65
"Amapá",0,33,2,16,2600,1.71
"Amapá",0,53,8,16,2200,1.67
"Amapá",1,52,2,12,2000,1.7
"Amapá",0,51,8,9,10000,1.79
"Amapá",1,46,8,16,2980,1.72
"Amapá",0,55,8,5,1550,1.75
"Amapá",1,60,8,12,2900,1.72
"Amapá",0,42,8,9,2100,1.55
"Amapá",0,30,4,9,1600,1.66
"Amapá",0,41,2,9,7500,1.79
"Amapá",1,39,2,12,900,1.7
"Amapá",0,36,8,12,1600,1.67
"Amapá",0,52,8,4,400,1.72
"Amapá",0,32,8,11,1100,1.66
"Amapá",0,34,8,6,900,1.71
"Amapá",0,51,4,11,4780,1.63
"Amapá",0,57,2,12,12530,1.65
"Amapá",1,23,8,12,1050,1.76
"Amapá",1,61,8,12,115,1.75
"Amapá",1,43,8,15,3113,1.71
"Amapá",0,38,8,5,1010,1.78
"Amapá",0,52,8,1,788,1.69
"Amapá",0,43,8,11,2568,1.56
"Amapá",1,34,8,10,788,1.75
"Amapá",0,27,8,3,788,1.7
"Amapá",0,21,8,12,788,1.79
"Amapá",1,43,8,12,180,1.78
"Amapá",0,40,4,5,1250,1.78
"Amapá",1,45,2,13,15580,1.59
"Amapá",0,23,8,12,1193,1.71
"Amapá",0,52,8,5,950,1.8
"Amapá",1,43,8,10,788,1.72
"Amapá",1,36,8,16,1500,1.81
"Amapá",0,61,8,5,4126,1.61
"Amapá",0,51,2,1,990,1.7
"Amapá",0,67,8,1,1800,1.68
"Amapá",0,38,8,16,1100,1.62
"Amapá",1,53,8,11,300,1.72
"Amapá",1,37,8,12,1400,1.63
"Amapá",0,46,2,16,3565,1.75
"Amapá",0,34,8,12,1575,1.84
"Amapá",1,24,8,16,1120,1.7
"Amapá",0,58,8,4,290,1.71
"Amapá",0,45,2,12,860,1.72
"Amapá",0,25,2,10,1576,1.73
"Amapá",0,61,8,4,788,1.72
"Amapá",1,39,8,4,394,1.82
"Amapá",0,25,2,12,990,1.65
"Amapá",0,43,8,12,1200,1.77
"Amapá",1,43,8,13,420,1.73
"Amapá",0,47,8,10,1450,1.71
"Amapá",0,32,8,16,2200,1.85
"Amapá",0,44,2,16,2500,1.73
"Amapá",0,40,8,1,2300,1.81
"Amapá",0,31,8,11,2500,1.65
"Amapá",1,48,2,9,2200,1.67
"Amapá",0,33,8,12,2200,1.62
"Amapá",0,45,8,1,950,1.79
"Amapá",0,53,8,4,2800,1.86
"Amapá",0,26,4,12,800,1.67
"Amapá",0,23,2,12,1000,1.81
"Amapá",0,58,4,2,600,1.75
"Amapá",0,51,8,6,1100,1.51
"Amapá",1,55,8,3,700,1.7
"Amapá",1,34,8,12,800,1.59
"Amapá",1,27,8,15,1100,1.74
"Amapá",1,35,8,12,1600,1.68
"Amapá",0,30,2,16,2680,1.82
"Amapá",0,34,8,12,1840,1.75
"Amapá",0,62,8,9,780,1.62
"Amapá",1,29,8,12,788,1.7
"Amapá",1,34,8,16,1500,1.46
"Tocantins",0,34,2,5,1300,1.68
"Tocantins",0,41,8,8,2000,1.65
"Tocantins",0,36,8,12,900,1.54
"Tocantins",1,51,8,2,800,1.84
"Tocantins",1,39,8,16,788,1.74
"Tocantins",0,37,8,15,2000,1.65
"Tocantins",1,50,8,2,200,1.96
"Tocantins",1,60,8,9,800,1.61
"Tocantins",0,70,8,9,900,1.74
"Tocantins",0,58,8,10,730,1.75
"Tocantins",1,39,8,12,788,1.75
"Tocantins",0,27,2,9,1000,1.66
"Tocantins",0,42,8,5,1800,1.73
"Tocantins",0,52,8,1,600,1.6
"Tocantins",0,62,2,1,450,1.64
"Tocantins",0,61,4,4,0,1.68
"Tocantins",0,39,8,4,500,1.74
"Tocantins",0,55,4,9,4500,1.75
"Tocantins",0,35,8,6,700,1.64
"Tocantins",0,52,2,5,600,1.6
"Tocantins",0,74,2,1,600,1.68
"Tocantins",1,32,8,5,788,1.85
"Tocantins",1,39,8,6,800,1.76
"Tocantins",1,42,4,16,2000,1.71
"Tocantins",1,36,8,9,500,1.84
"Tocantins",0,35,8,12,950,1.7
"Tocantins",0,36,2,7,1300,1.76
"Tocantins",0,54,8,1,1850,1.61
"Tocantins",0,39,2,4,1000,1.61
"Tocantins",0,28,8,9,3000,1.72
"Tocantins",0,49,2,1,600,1.75
"Tocantins",0,49,8,16,2600,1.65
"Tocantins",0,49,8,1,300,1.74
"Tocantins",0,55,4,12,300,1.55
"Tocantins",1,24,8,12,788,1.84
"Tocantins",1,37,2,6,500,1.74
"Tocantins",0,39,2,6,1000,1.62
"Tocantins",0,62,2,5,788,1.63
"Tocantins",1,46,8,12,400,1.61
"Tocantins",1,46,2,12,3000,1.72
"Tocantins",1,25,2,12,2500,1.75
"Tocantins",1,47,8,11,900,1.75
"Tocantins",1,39,8,16,788,1.8
"Tocantins",0,35,2,12,1200,1.67
"Tocantins",0,37,8,12,1700,1.8
"Tocantins",0,25,4,12,4000,1.76
"Tocantins",0,21,8,13,1400,1.61
"Tocantins",1,33,2,12,1300,1.66
"Tocantins",1,36,8,12,1550,1.77
"Tocantins",1,22,8,12,788,1.83
"Tocantins",1,35,4,12,900,1.73
"Tocantins",0,36,4,6,788,1.66
"Tocantins",0,64,8,2,850,1.81
"Tocantins",0,49,2,11,800,1.77
"Tocantins",1,45,8,15,3500,1.67
"Tocantins",0,38,8,12,1400,1.78
"Tocantins",0,24,8,12,788,1.66
"Tocantins",1,53,2,16,8000,1.69
"Tocantins",1,44,4,4,2300,1.58
"Tocantins",1,49,2,9,5000,1.73
"Tocantins",0,36,8,1,1200,1.57
"Tocantins",0,37,2,6,1600,1.64
"Tocantins",0,55,8,1,788,1.63
"Tocantins",0,53,8,4,1600,1.62
"Tocantins",0,33,8,9,1300,1.71
"Tocantins",0,41,8,6,1600,1.75
"Tocantins",0,50,8,3,2300,1.73
"Tocantins",0,30,8,8,788,1.65
"Tocantins",1,30,8,16,2500,1.79
"Tocantins",1,36,8,16,930,1.7
"Tocantins",0,46,2,10,3500,1.69
"Tocantins",1,48,2,12,788,1.71
"Tocantins",0,48,4,4,788,1.67
"Tocantins",1,26,8,12,600,1.63
"Tocantins",0,45,8,5,500,1.75
"Tocantins",0,49,2,1,400,1.81
"Tocantins",0,41,4,9,800,1.81
"Tocantins",0,31,4,9,500,1.77
"Tocantins",0,51,8,1,500,1.81
"Tocantins",1,35,2,15,2900,1.76
"Tocantins",0,49,2,7,500,1.75
"Tocantins",0,46,4,10,1200,1.62
"Tocantins",0,41,8,16,3000,1.9
"Tocantins",1,64,8,12,700,1.77
"Tocantins",0,27,8,13,788,1.78
"Tocantins",0,62,8,6,0,1.71
"Tocantins",1,44,8,16,2998,1.57
"Tocantins",1,45,8,6,788,1.71
"Tocantins",1,51,8,1,0,1.52
"Tocantins",0,54,2,14,788,1.73
"Tocantins",0,59,8,1,788,1.64
"Tocantins",0,48,2,12,2500,1.69
"Tocantins",0,36,8,7,500,1.58
"Tocantins",0,51,8,5,1400,1.65
"Tocantins",0,31,8,12,990,1.64
"Tocantins",1,35,8,13,788,1.72
"Tocantins",0,42,8,3,1000,1.66
"Tocantins",0,48,4,7,788,1.62
"Tocantins",1,30,8,12,788,1.71
"Tocantins",0,43,8,6,800,1.8
"Tocantins",1,44,8,12,900,1.77
"Tocantins",1,31,8,12,1200,1.81
"Tocantins",0,35,8,12,2400,1.64
"Tocantins",0,39,8,16,1600,1.77
"Tocantins",0,32,8,12,7000,1.66
"Tocantins",0,37,8,12,700,1.71
"Tocantins",0,28,8,12,800,1.82
"Tocantins",0,39,8,7,2155,1.64
"Tocantins",1,30,4,5,788,1.64
"Tocantins",0,45,8,5,1500,1.73
"Tocantins",0,56,8,12,1000,1.91
"Tocantins",1,63,8,6,950,1.61
"Tocantins",0,53,8,6,788,1.7
"Tocantins",1,25,8,12,300,1.73
"Tocantins",0,28,8,4,800,1.63
"Tocantins",0,32,8,12,1575,1.73
"Tocantins",0,34,8,12,1200,1.53
"Tocantins",1,49,8,6,850,1.73
"Tocantins",0,33,2,12,1400,1.66
"Tocantins",0,39,8,16,2000,1.77
"Tocantins",0,34,2,11,1148,1.6
"Tocantins",0,45,4,1,0,1.75
"Tocantins",0,46,8,6,750,1.52
"Tocantins",0,40,4,1,0,1.59
"Tocantins",0,56,8,1,1200,1.77
"Tocantins",0,71,2,6,0,1.84
"Tocantins",0,24,8,11,0,1.72
"Tocantins",0,43,2,4,250,1.6
"Tocantins",0,73,8,1,0,1.79
"Tocantins",0,56,2,16,30000,1.66
"Tocantins",0,46,2,6,0,1.74
"Tocantins",0,57,8,3,0,1.67
"Tocantins",0,27,8,10,0,1.75
"Tocantins",0,51,8,1,250,1.6
"Tocantins",0,60,2,11,150,1.57
"Tocantins",0,48,8,1,180,1.77
"Tocantins",1,55,8,5,0,1.79
"Tocantins",0,59,8,3,0,1.56
"Tocantins",0,38,8,7,1576,1.86
"Tocantins",0,43,8,5,450,1.69
"Tocantins",0,27,8,11,1300,1.7
"Tocantins",0,71,2,3,0,1.67
"Tocantins",0,76,8,1,0,1.76
"Tocantins",0,28,8,9,1500,1.65
"Tocantins",0,44,8,3,2000,1.75
"Tocantins",0,54,8,10,400,1.66
"Tocantins",0,56,8,9,200,1.69
"Tocantins",0,36,2,9,5000,1.61
"Tocantins",0,43,8,10,500,1.74
"Tocantins",0,39,2,8,3000,1.74
"Tocantins",1,45,2,16,3800,1.69
"Tocantins",1,52,2,16,1200,1.63
"Tocantins",0,49,8,3,1300,1.72
"Tocantins",1,53,8,12,1300,1.81
"Tocantins",0,57,8,16,10000,1.58
"Tocantins",0,41,8,12,3000,1.83
"Tocantins",0,24,4,15,900,1.74
"Tocantins",1,32,8,12,788,1.73
"Tocantins",1,27,8,12,500,1.78
"Tocantins",1,41,8,12,788,1.74
"Tocantins",0,20,8,9,890,1.64
"Tocantins",1,42,8,12,788,1.49
"Tocantins",0,35,8,12,1500,1.63
"Tocantins",1,31,8,12,200,1.81
"Tocantins",1,62,4,9,788,1.72
"Tocantins",0,29,8,13,1200,1.72
"Tocantins",0,42,8,12,5300,1.63
"Tocantins",0,49,8,5,1200,1.67
"Tocantins",0,31,2,12,500,1.78
"Tocantins",0,39,8,12,2000,1.74
"Tocantins",0,43,8,5,1300,1.78
"Tocantins",0,36,8,12,1500,1.66
"Tocantins",0,49,2,4,1400,1.78
"Tocantins",1,42,8,16,2000,1.78
"Tocantins",1,59,2,12,788,1.69
"Tocantins",0,34,2,16,3000,1.67
"Tocantins",1,48,8,16,788,1.65
"Tocantins",1,28,2,16,1500,1.61
"Tocantins",1,76,2,4,800,1.72
"Tocantins",1,58,2,16,2500,1.59
"Tocantins",1,33,2,12,1200,1.63
"Tocantins",1,48,8,12,1200,1.74
"Tocantins",1,36,2,7,788,1.61
"Tocantins",0,51,4,2,600,1.66
"Tocantins",0,60,8,4,2100,1.72
"Tocantins",0,36,8,12,890,1.67
"Tocantins",0,46,8,6,920,1.65
"Tocantins",0,60,8,1,4000,1.69
"Tocantins",0,22,8,7,788,1.67
"Tocantins",0,47,8,16,1000,1.56
"Tocantins",0,29,8,9,780,1.66
"Tocantins",0,36,8,4,1500,1.77
"Tocantins",0,28,4,4,2000,1.73
"Tocantins",1,50,8,12,788,1.66
"Tocantins",0,57,8,7,1600,1.76
"Tocantins",0,60,8,3,700,1.71
"Tocantins",0,24,8,6,788,1.65
"Tocantins",0,35,8,10,1700,1.63
"Tocantins",0,49,2,2,1200,1.82
"Tocantins",0,33,2,12,1500,1.65
"Tocantins",0,23,8,10,1100,1.77
"Tocantins",0,52,8,1,1100,1.72
"Tocantins",1,41,8,12,788,1.64
"Tocantins",0,23,8,5,788,1.64
"Tocantins",1,45,8,16,3600,1.57
"Tocantins",0,25,2,12,900,1.56
"Tocantins",1,38,8,16,3500,1.78
"Tocantins",1,74,4,1,200,1.75
"Tocantins",0,47,8,12,1600,1.7
"Tocantins",1,24,8,16,2000,1.58
"Tocantins",0,52,8,9,2500,1.65
"Tocantins",1,51,8,16,1300,1.63
"Tocantins",0,40,2,12,3000,1.78
"Tocantins",1,39,4,14,788,1.77
"Tocantins",0,53,8,16,3279,1.67
"Tocantins",1,29,8,12,788,1.69
"Tocantins",0,41,8,6,1200,1.65
"Tocantins",0,43,2,12,4900,1.65
"Tocantins",0,37,8,12,2500,1.66
"Tocantins",0,40,2,5,788,1.65
"Tocantins",1,56,2,6,600,1.62
"Tocantins",0,59,2,7,788,1.66
"Tocantins",0,64,8,9,700,1.81
"Tocantins",1,24,8,13,900,1.61
"Tocantins",0,60,8,5,0,1.77
"Tocantins",0,24,8,12,788,1.59
"Tocantins",0,55,2,3,788,1.65
"Tocantins",0,34,8,12,1100,1.71
"Tocantins",0,49,6,12,1500,1.9
"Tocantins",0,57,2,15,2200,1.68
"Tocantins",0,27,2,12,1020,1.69
"Tocantins",0,35,8,12,2000,1.73
"Tocantins",0,43,8,15,1500,1.62
"Tocantins",1,47,4,16,3600,1.76
"Tocantins",1,35,4,12,788,1.64
"Tocantins",0,56,8,5,1300,1.77
"Tocantins",1,46,8,16,2000,1.6
"Tocantins",0,54,8,12,500,1.69
"Tocantins",0,32,2,16,5000,1.72
"Tocantins",1,35,8,8,788,1.76
"Tocantins",0,29,8,12,850,1.81
"Tocantins",0,60,4,5,500,1.65
"Tocantins",0,48,8,14,1570,1.7
"Tocantins",0,51,2,8,788,1.71
"Tocantins",0,50,8,1,788,1.67
"Tocantins",1,40,2,12,500,1.76
"Tocantins",0,60,2,8,784,1.93
"Tocantins",0,49,2,5,1200,1.75
"Tocantins",1,46,2,12,1000,1.65
"Tocantins",0,48,2,1,580,1.77
"Tocantins",0,37,8,2,2000,1.73
"Tocantins",0,43,4,12,550,1.63
"Tocantins",1,39,8,10,788,1.83
"Tocantins",1,29,8,14,1200,1.69
"Tocantins",1,53,2,12,1500,1.78
"Tocantins",0,59,8,5,788,1.65
"Tocantins",1,76,2,9,500,1.67
"Tocantins",1,55,2,9,1300,1.65
"Tocantins",0,35,8,8,1200,1.76
"Tocantins",0,29,8,12,1000,1.62
"Tocantins",0,42,8,4,788,1.69
"Tocantins",0,34,8,9,2000,1.66
"Tocantins",0,42,8,5,1100,1.57
"Tocantins",0,28,8,12,2500,1.58
"Tocantins",0,53,8,11,1800,1.66
"Tocantins",0,29,2,6,1000,1.66
"Tocantins",0,31,8,12,1250,1.71
"Tocantins",0,36,8,12,800,1.73
"Tocantins",0,33,8,12,1100,1.73
"Tocantins",0,60,8,5,800,1.74
"Tocantins",0,32,8,12,1100,1.7
"Tocantins",1,30,8,12,900,1.61
"Tocantins",0,29,8,10,900,1.6
"Tocantins",1,51,8,6,250,1.73
"Tocantins",0,38,8,12,788,1.66
"Tocantins",1,34,2,11,788,1.57
"Tocantins",1,41,8,17,500,1.73
"Tocantins",1,27,8,10,200,1.62
"Tocantins",1,45,8,6,350,1.73
"Tocantins",0,33,8,13,900,1.65
"Tocantins",0,44,2,12,1300,1.72
"Tocantins",1,51,8,12,800,1.6
"Tocantins",0,33,8,7,1700,1.67
"Tocantins",1,57,8,16,4100,1.7
"Tocantins",0,28,4,14,2300,1.74
"Tocantins",0,26,2,12,3000,1.59
"Tocantins",0,51,2,16,5000,1.63
"Tocantins",0,33,8,11,1100,1.69
"Tocantins",0,37,8,14,4000,1.63
"Tocantins",0,69,8,3,800,1.63
"Tocantins",0,61,4,4,900,1.69
"Tocantins",0,23,8,10,1000,1.59
"Tocantins",0,23,8,14,3000,1.74
"Tocantins",1,24,2,16,1800,1.68
"Tocantins",0,63,8,16,12000,1.86
"Tocantins",1,58,8,16,2300,1.74
"Tocantins",0,41,2,12,1500,1.67
"Tocantins",0,43,8,15,3700,1.69
"Tocantins",1,30,4,12,500,1.74
"Tocantins",0,38,2,12,788,1.8
"Tocantins",0,52,8,9,885,1.63
"Tocantins",0,66,4,1,250,1.74
"Tocantins",0,43,8,6,788,1.65
"Tocantins",1,39,2,15,788,1.66
"Tocantins",0,49,8,5,1200,1.65
"Tocantins",0,55,8,2,1000,1.64
"Tocantins",0,32,8,10,700,1.54
"Tocantins",0,41,8,9,400,1.76
"Tocantins",0,38,8,6,1576,1.84
"Tocantins",1,72,4,1,0,1.82
"Tocantins",0,37,8,4,788,1.75
"Tocantins",0,26,8,12,400,1.78
"Tocantins",0,64,8,1,0,1.84
"Tocantins",0,32,2,6,1038,1.8
"Tocantins",0,52,8,4,300,1.67
"Tocantins",0,47,8,6,800,1.83
"Tocantins",0,37,2,6,2015,1.58
"Tocantins",1,58,8,12,2000,1.73
"Tocantins",1,31,8,5,600,1.76
"Tocantins",0,45,2,3,2500,1.69
"Tocantins",0,26,8,9,300,1.77
"Tocantins",0,69,8,1,0,1.67
"Tocantins",0,39,8,4,750,1.78
"Tocantins",0,29,8,3,0,1.7
"Tocantins",1,66,8,9,0,1.67
"Tocantins",0,41,8,9,900,1.83
"Tocantins",1,50,8,12,788,1.67
"Tocantins",0,34,8,9,1500,1.78
"Tocantins",1,71,8,5,200,1.65
"Tocantins",1,38,8,16,1200,1.69
"Tocantins",0,23,2,12,2500,1.7
"Tocantins",1,44,8,9,200,1.62
"Tocantins",1,51,8,9,800,1.67
"Tocantins",1,47,8,7,788,1.64
"Tocantins",0,44,8,12,1200,1.69
"Tocantins",0,27,8,8,900,1.74
"Tocantins",1,36,2,16,1500,1.75
"Tocantins",0,39,8,12,1290,1.61
"Tocantins",0,48,4,3,800,1.64
"Tocantins",1,35,4,12,788,1.75
"Tocantins",1,38,2,12,788,1.66
"Tocantins",0,50,4,6,850,1.61
"Tocantins",0,33,8,12,900,1.77
"Tocantins",0,50,4,1,0,1.69
"Tocantins",0,50,8,13,788,1.71
"Tocantins",0,43,8,1,788,1.71
"Tocantins",0,63,8,2,500,1.68
"Tocantins",0,55,4,1,400,1.64
"Tocantins",0,63,4,5,0,1.72
"Tocantins",0,58,2,3,2500,1.75
"Tocantins",0,64,8,1,0,1.74
"Tocantins",0,49,4,3,500,1.64
"Tocantins",0,53,8,4,400,1.81
"Tocantins",0,59,4,1,800,1.65
"Tocantins",0,58,8,5,600,1.65
"Tocantins",0,40,4,11,1114,1.63
"Tocantins",1,45,8,6,200,1.76
"Tocantins",1,42,8,16,2900,1.83
"Tocantins",0,56,2,9,4000,1.78
"Tocantins",0,33,8,9,1200,1.65
"Tocantins",1,57,8,9,400,1.7
"Tocantins",0,64,2,12,5000,1.71
"Tocantins",0,46,8,12,788,1.69
"Tocantins",0,30,8,9,1400,1.69
"Tocantins",0,40,8,12,950,1.75
"Tocantins",1,51,8,14,1570,1.66
"Tocantins",1,20,8,11,400,1.73
"Tocantins",0,17,8,9,910,1.72
"Tocantins",1,45,8,1,400,1.52
"Tocantins",1,23,8,14,1088,1.48
"Tocantins",0,36,8,11,1100,1.6
"Tocantins",0,48,4,1,1500,1.68
"Tocantins",0,26,8,10,1500,1.7
"Tocantins",1,42,2,12,670,1.64
"Tocantins",1,58,8,9,788,1.74
"Tocantins",0,51,8,1,1000,1.84
"Tocantins",0,52,4,1,400,1.57
"Tocantins",0,39,2,8,1900,1.61
"Tocantins",0,40,8,4,788,1.85
"Tocantins",1,39,2,9,788,1.63
"Tocantins",0,23,8,9,3000,1.68
"Tocantins",0,45,4,12,7000,1.68
"Tocantins",0,58,2,2,788,1.74
"Tocantins",1,39,8,1,1200,1.72
"Tocantins",1,50,4,1,788,1.87
"Tocantins",0,19,8,1,1200,1.65
"Tocantins",0,74,8,2,2000,1.83
"Tocantins",0,41,2,12,788,1.68
"Tocantins",0,35,8,12,2500,1.64
"Tocantins",0,45,8,12,1000,1.67
"Tocantins",1,38,8,6,788,1.64
"Tocantins",0,42,8,12,2000,1.65
"Tocantins",0,34,2,3,1200,1.73
"Tocantins",0,54,8,16,5000,1.71
"Tocantins",0,37,8,9,700,1.59
"Tocantins",0,64,4,9,2000,1.62
"Tocantins",0,40,8,9,788,1.7
"Tocantins",1,63,2,12,700,1.64
"Tocantins",0,53,8,12,1000,1.71
"Tocantins",0,64,8,1,0,1.74
"Tocantins",0,67,4,6,1576,1.69
"Tocantins",0,31,8,9,788,1.71
"Tocantins",1,51,8,1,4000,1.64
"Tocantins",0,41,2,12,1500,1.71
"Tocantins",1,60,8,3,600,1.65
"Tocantins",0,52,2,9,1040,1.74
"Tocantins",0,43,4,12,2465,1.67
"Tocantins",1,36,4,5,600,1.66
"Tocantins",0,55,2,2,10000,1.67
"Tocantins",1,33,8,12,250,1.68
"Tocantins",0,51,8,4,0,1.7
"Tocantins",0,26,8,10,788,1.77
"Tocantins",1,38,4,5,120,1.71
"Tocantins",0,50,4,1,600,1.65
"Tocantins",0,36,8,4,800,1.53
"Tocantins",0,38,4,5,600,1.74
